0.072844,0.028374
0.056417,0.034540
0.060272,-0.008202
0.155686,-0.060837
0.077737,-0.005504
0.059044,0.039571
0.059225,0.035335
0.059387,0.039410
0.060697,0.033266
0.066027,0.034840
0.067700,0.031274
0.148794,-0.006552
0.077964,0.015662
0.056821,0.035464
0.076102,0.027475
0.059023,0.034160
0.063111,0.076861
0.106000,-0.007715
0.060904,0.030170
0.110313,-0.005232
0.061756,0.038407
0.060543,0.039032
0.063479,0.031909
0.056726,0.036412
0.074901,0.034197
0.111949,0.026885
0.058622,0.040834
0.058797,0.036119
0.059335,0.037836
0.065330,0.030053
0.103133,0.018318
0.069009,0.042976
0.112042,0.054541
0.059871,0.037498
0.057684,0.029399
0.132878,0.015154
0.093860,0.032345
0.183931,0.024587
0.132616,0.002195
0.058460,0.037995
0.070288,0.037343
0.059777,0.041592
0.058193,0.038856
0.060135,0.039981
0.101526,-0.004149
0.117840,0.034793
0.060742,0.040540
0.070005,0.030982
0.057487,0.037342
0.080797,0.034666
0.057929,0.043125
0.175687,0.005845
0.059819,-0.038263
0.061539,0.036452
0.060268,0.035745
0.124521,0.079216
0.060919,0.029412
0.063785,-0.008821
0.059247,0.040224
0.058070,0.033693
0.215348,-0.005659
0.059706,0.042426
0.061889,0.034921
0.066474,0.050311
0.058406,0.036843
0.057072,0.030098
0.063856,0.017290
0.059370,0.035220
0.170051,0.025766
0.057942,0.045412
0.063049,0.008760
0.057928,0.035683
0.070277,0.029338
0.077270,0.041656
0.091222,0.021979
0.062099,0.038489
0.138740,-0.060805
0.058436,0.035162
0.082940,0.045787
0.182207,-0.000637
0.059313,0.033102
0.136518,0.046543
0.060942,0.034175
0.061209,0.033536
0.062960,0.028658
0.060120,0.041905
0.110559,0.058867
0.068445,0.010238
0.060805,0.024648
0.128622,0.046904
0.066117,0.026846
0.058751,0.036394
0.058891,0.039377
0.066441,0.029746
0.060458,0.033208
0.061493,0.046721
0.120582,-0.051721
0.059658,0.040086
0.109482,-0.037989
0.058350,0.029902
0.062351,0.039938
0.103867,0.073238
0.064391,0.047086
0.056140,0.038445
0.057802,0.039347
0.078544,0.035477
0.136199,0.015434
0.068289,0.033558
0.088077,0.057229
0.064051,0.036524
0.084565,0.053844
0.065265,0.005851
0.075780,0.094867
0.059342,0.037770
0.135078,0.045934
0.058188,0.036518
0.059040,0.041465
0.059791,0.046072
0.071410,0.039493
0.070693,0.045876
0.062219,0.036906
0.126774,-0.000486
0.058068,0.035907
0.062652,0.043165
0.060048,0.042680
0.058034,0.035235
0.061780,0.042513
0.068206,0.031636
0.061104,0.037995
0.146509,0.028809
0.058884,0.028737
0.060880,0.042924
0.067637,0.038193
0.061678,0.037290
0.091915,0.040441
0.082408,-0.077880
0.064204,0.041593
0.058875,0.040447
0.061063,0.041693
0.059996,0.039308
0.241887,0.014579
0.059788,0.041940
0.090464,0.061637
0.065745,0.031972
0.064475,0.030240
0.061251,0.034703
0.072704,0.041539
0.058211,0.036298
0.059328,0.003437
0.088409,0.007414
0.062701,0.042793
0.061307,0.029865
0.061466,0.034591
0.210132,0.038948
0.059039,0.036721
0.116742,0.000111
0.060510,0.044331
0.084689,-0.004257
0.097798,-0.001527
0.084893,-0.005448
0.112332,0.063075
0.062118,0.033378
0.057974,0.037804
0.064350,0.051835
0.058425,0.038850
0.101546,-0.016758
0.157694,0.019266
0.066149,0.035346
0.058854,0.020270
0.060843,0.039821
0.084001,0.004517
0.062882,0.044589
0.066286,-0.070560
0.062151,0.079820
0.068576,0.032028
0.071641,0.049906
0.081074,0.036397
0.058931,0.030872
0.060604,0.002085
0.070789,0.027187
0.062497,0.038856
0.183519,0.083800
0.063000,0.057416
0.091027,-0.024398
0.068650,0.037373
0.066334,0.018264
0.058790,0.035173
0.092831,0.046240
0.058219,0.036384
0.075471,0.004421
0.058222,0.034348
0.062001,0.033589
